crop_name,image_url,dominant_color
커피나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
케로네,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
코르딜리네,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
코스모스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
코와니,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
코키아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
콩,https://static.farmmorning.com/crop/20230725/common_ic_bean.png,#000100
쿠루쿠마,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
쿠페아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
크로커스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
크리산세멈,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
크리스탈,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
클레마티스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
클레오메,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
탑사철,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
토레니아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
토마토,https://static.farmmorning.com/crop/20230725/common_ic_tomato.png,#010101
톱꽃,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
튜립,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
튜울립,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
트리토니아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
트리토마,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
트리플륨,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
파,https://static.farmmorning.com/crop/20230725/common_ic_leek.png,#000100
파니쿰,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
파인애플,https://static.farmmorning.com/crop/20230725/common_ic_pineapple.png,#010100
파인애플세이지,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
파키라,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
파프리카,https://static.farmmorning.com/crop/20230725/common_ic_paprika.png,#010000
파피오페딜리움,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
팔레높시스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
팔손이,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
팥,https://static.farmmorning.com/crop/20230725/common_ic_red-bean.png,#010101
팥꽃나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
패랭이,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
팬지,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
페튜니아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
페페로미아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
펜스테몬,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
펜타스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
편백나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
포도,https://static.farmmorning.com/crop/20230725/common_ic_grape.png,#000001
포리안사스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
포인세티아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
표고버섯,https://static.farmmorning.com/crop/20230725/common_ic_shiitake-mushroom.png,#010000
풍선꽃,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
풍선초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
프리뮬러,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
프리지아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
프리틸라리아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
피마자,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
피망,https://static.farmmorning.com/crop/20230725/common_ic_pimento.png,#000000
피토니아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
피토스포륨,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
필라리스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
필레아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
필로덴드론,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
핑크뮬리,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
하이페리콤,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
하이포에스테스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
한련화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
해바라기,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
해피엔젤,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
허브(기타),https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
헬레늄,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
헬레보루스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
헬리옵시스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
헬리크리섬,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
호두나무,https://static.farmmorning.com/crop/20230725/common_ic_walnut.png,#000000
호랑이눈,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
호박,https://static.farmmorning.com/crop/20230725/common_ic_pumpkin.png,#010100
호야,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
호엽란,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
호접란,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
홍가시,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
홍금초,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
홍죽,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
홍화,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
화살나무,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
화훼류,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
황금쥐땅,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
황색코스모스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
후록스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
후쿠시아,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
히야신스,https://static.farmmorning.com/crop/20230725/common_ic_leaf.png,#000100
